All event log messages.
Date:	2018-03-18 10:55:39
System Name:	C11_R11_R12_05-101065
Controller Name:	192.168.0.11
Controller Id	05-101065

RobotWare: 6.03.02.00
Key:	
Options:	
	RobotWare Base
	687-1 Advanced Robot Motion
	613-1 Collision Detection
	709-1 DeviceNet Master/Slave
	689-1 Externally Guided Motion (EGM)
	617-1 FlexPendant Interface
	614-1 FTP and NFS client
	610-1 Independent Axis
	623-1 Multitasking
	604-1 MultiMove Coordinated
	612-1 Path Offset
	611-1 Path Recovery
	616-1 PC Interface
	888-2 PROFINET Controller/Device
	688-1 RobotStudio App Connect
	885-1 SoftMove
	603-1 Absolute Accuracy
	English
	608-1 World Zones
	976-1 T10 Jogging Device
	812-1 Production Manager

Robot1
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position X3
	ADU-790A in position Y3
	ADU-790A in position Z3

Robot2
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position Z3
	ADU-790A in position X3
	ADU-790A in position Y3

SAC
	Key:	
Options:	
	Standalone Controller
		XYZ with no TCP
			Standalone Controller
				XYZ with no TCP

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
534808    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Drill on done       	2018-03-18 10:24:10 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Drill on done", "rLogMsg"}
534809    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:24:18 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534810    	I   	User                	80003   	T_ROB11 A019 Drill done                 	2018-03-18 10:24:20 	rLogMsg	{args: "T_ROB11 A019 Drill done", "rLogMsg"}
534811    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:24:20 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534812    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:24:21 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534813    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp2 done	2018-03-18 10:24:30 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp2 done", "rLogMsg"}
534814    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:30 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534815    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:30 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534816    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:30 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534817    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:30 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534818    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:30 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534819    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:31 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534820    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Drill on done       	2018-03-18 10:24:37 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Drill on done", "rLogMsg"}
534821    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:24:45 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534822    	I   	User                	80003   	T_ROB11 A019 Drill done                 	2018-03-18 10:24:47 	rLogMsg	{args: "T_ROB11 A019 Drill done", "rLogMsg"}
534823    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:24:47 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534824    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:24:48 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534825    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp2 done	2018-03-18 10:24:58 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp2 done", "rLogMsg"}
534826    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:58 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534827    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:58 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534828    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:58 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534829    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:58 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534830    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:58 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534831    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:24:59 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534832    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Drill on done       	2018-03-18 10:25:06 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Drill on done", "rLogMsg"}
534833    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:25:14 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534834    	I   	User                	80003   	T_ROB11 A019 Drill done                 	2018-03-18 10:25:15 	rLogMsg	{args: "T_ROB11 A019 Drill done", "rLogMsg"}
534835    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:25:15 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534836    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:25:16 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534837    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp2 done	2018-03-18 10:25:26 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp2 done", "rLogMsg"}
534838    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:26 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534839    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:26 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534840    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:26 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534841    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:26 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534842    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:26 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534843    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:26 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534844    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Drill on done       	2018-03-18 10:25:34 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Drill on done", "rLogMsg"}
534845    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:25:42 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534846    	I   	User                	80003   	T_ROB11 A019 Drill done                 	2018-03-18 10:25:43 	rLogMsg	{args: "T_ROB11 A019 Drill done", "rLogMsg"}
534847    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:25:43 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534848    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:25:44 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534849    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp2 done	2018-03-18 10:25:57 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp2 done", "rLogMsg"}
534850    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:57 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534851    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:57 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534852    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:57 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534853    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:57 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534854    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:57 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534855    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:25:57 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534856    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Drill on done       	2018-03-18 10:26:04 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Drill on done", "rLogMsg"}
534857    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:26:12 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534858    	I   	User                	80003   	T_ROB11 A019 Drill done                 	2018-03-18 10:26:14 	rLogMsg	{args: "T_ROB11 A019 Drill done", "rLogMsg"}
534859    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:26:14 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534860    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:26:15 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534861    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp2 done	2018-03-18 10:26:24 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp2 done", "rLogMsg"}
534862    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:26:24 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534863    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:26:24 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534864    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:26:24 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534865    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:26:24 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534866    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:26:24 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534867    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:26:25 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534868    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Drill on done       	2018-03-18 10:26:31 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Drill on done", "rLogMsg"}
534869    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:26:39 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534870    	I   	User                	80003   	T_ROB11 A019 Drill done                 	2018-03-18 10:26:41 	rLogMsg	{args: "T_ROB11 A019 Drill done", "rLogMsg"}
534871    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:26:41 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534872    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:26:42 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534873    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp2 done	2018-03-18 10:27:02 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp2 done", "rLogMsg"}
534874    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:02 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534875    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:02 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534876    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:02 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534877    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:02 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534878    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:02 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534879    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:02 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534880    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Drill on done       	2018-03-18 10:27:09 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Drill on done", "rLogMsg"}
534881    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:27:17 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534882    	I   	User                	80003   	T_ROB11 A019 Drill done                 	2018-03-18 10:27:18 	rLogMsg	{args: "T_ROB11 A019 Drill done", "rLogMsg"}
534883    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:27:18 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534884    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:27:19 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534885    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp2 done	2018-03-18 10:27:29 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp2 done", "rLogMsg"}
534886    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:29 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534887    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:29 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534888    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:29 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534889    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:29 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534890    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:29 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534891    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:27:29 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534892    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Drill on done       	2018-03-18 10:27:37 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Drill on done", "rLogMsg"}
534893    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:27:45 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534894    	I   	User                	80003   	T_ROB11 A019 Drill done                 	2018-03-18 10:27:46 	rLogMsg	{args: "T_ROB11 A019 Drill done", "rLogMsg"}
534895    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:27:46 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534896    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:27:47 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534897    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp2 done	2018-03-18 10:28:01 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp2 done", "rLogMsg"}
534898    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:28:01 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534899    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:28:01 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534900    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:28:01 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534901    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:28:01 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534902    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:28:01 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534903    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:28:02 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534904    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Drill on done       	2018-03-18 10:28:08 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Drill on done", "rLogMsg"}
